,DrugName,ActiveIngredient
940,MEPERGAN,MEPERIDINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
941,NUMORPHAN,OXYMORPHONE HYDROCHLORIDE
942,KONAKION,PHYTONADIONE
944,OXYLONE,FLUOROMETHOLONE
945,PROLIXIN,FLUPHENAZINE HYDROCHLORIDE
952,DEPO-MEDROL,METHYLPREDNISOLONE ACETATE
955,ATHROMBIN,WARFARIN SODIUM
958,ATHROMBIN-K,WARFARIN POTASSIUM
962,SODIUM PHOSPHATE P 32,SODIUM PHOSPHATE P-32
965,SOMA,CARISOPRODOL
968,ESIDRIX,HYDROCHLOROTHIAZIDE
972,MELLARIL,THIORIDAZINE HYDROCHLORIDE
981,DISOMER,DEXBROMPHENIRAMINE MALEATE
983,HYDRODIURIL,HYDROCHLOROTHIAZIDE
986,PRESAMINE,IMIPRAMINE HYDROCHLORIDE
989,TOFRANIL,IMIPRAMINE HYDROCHLORIDE
990,PROVERA,MEDROXYPROGESTERONE ACETATE
993,SOLU-MEDROL,METHYLPREDNISOLONE SODIUM SUCCINATE
998,HUMORSOL,DEMECARIUM BROMIDE
1001,SERPASIL-ESIDRIX #1,HYDROCHLOROTHIAZIDE; RESERPINE
1002,SERPASIL-ESIDRIX #2,HYDROCHLOROTHIAZIDE; RESERPINE
1003,DURABOLIN,NANDROLONE PHENPROPIONATE
1005,NARDIL,PHENELZINE SULFATE
1006,VIRAC REX,LAPYRIUM CHLORIDE; UNDECOYLIUM CHLORIDE IODINE COMPLEX
1007,HISPRIL,DIPHENYLPYRALINE HYDROCHLORIDE
1008,SALURON,HYDROFLUMETHIAZIDE
1009,TACARYL,METHDILAZINE HYDROCHLORIDE
1011,TACARYL,METHDILAZINE
1012,HYDROPRES 25,HYDROCHLOROTHIAZIDE; RESERPINE
1013,HYDROPRES 50,HYDROCHLOROTHIAZIDE; RESERPINE
1015,MARPLAN,ISOCARBOXAZID
1016,PHOSPHOLINE IODIDE,ECHOTHIOPHATE IODIDE
1020,POVAN,PYRVINIUM PAMOATE
1021,ORETIC,HYDROCHLOROTHIAZIDE
1023,DECADRON,DEXAMETHASONE SODIUM PHOSPHATE
1026,AKINETON,BIPERIDEN HYDROCHLORIDE
1028,APRESOLINE-ESIDRIX,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
1029,PERMITIL,FLUPHENAZINE HYDROCHLORIDE
1033,KENALOG-10,TRIAMCINOLONE ACETONIDE
1034,HYDROCORTONE,HYDROCORTISONE SODIUM PHOSPHATE
1037,ISORDIL,ISOSORBIDE DINITRATE
1042,ORINASE DIAGNOSTIC,TOLBUTAMIDE SODIUM
1043,KENALOG IN ORABASE,TRIAMCINOLONE ACETONIDE
1044,MEDIHALER ERGOTAMINE,ERGOTAMINE TARTRATE
1046,MYDRIACYL,TROPICAMIDE
1048,GLUCAGON,GLUCAGON HYDROCHLORIDE
1050,CARBOCAINE W/ NEO-COBEFRIN,LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE
1051,CARBOCAINE,MEPIVACAINE HYDROCHLORIDE
1052,ULO,CHLOPHEDIANOL HYDROCHLORIDE
1053,FOVANE,BENZTHIAZIDE
1054,URESE,BENZTHIAZIDE
1055,CYTOXAN,CYCLOPHOSPHAMIDE
1059,CYTOXAN (LYOPHILIZED),CYCLOPHOSPHAMIDE
1062,LYOPHILIZED CYTOXAN,CYCLOPHOSPHAMIDE
1068,ORETICYL 25,DESERPIDINE; HYDROCHLOROTHIAZIDE
1069,ORETICYL FORTE,DESERPIDINE; HYDROCHLOROTHIAZIDE
1070,ORETICYL 50,DESERPIDINE; HYDROCHLOROTHIAZIDE
1071,ALDACTONE,SPIRONOLACTONE
1074,UREAPHIL,UREA
1075,RELA,CARISOPRODOL
1076,NORFLEX,ORPHENADRINE CITRATE
1077,NATURETIN-2.5,BENDROFLUMETHIAZIDE
1078,NATURETIN-5,BENDROFLUMETHIAZIDE
1079,NATURETIN-10,BENDROFLUMETHIAZIDE
1080,VOSOL,"ACETIC ACID, GLACIAL"
1081,NORLUTATE,NORETHINDRONE ACETATE
1082,SER-AP-ES,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
1083,FLUOROURACIL,FLUOROURACIL
1085,AQUAMEPHYTON,PHYTONADIONE
1087,PLEGINE,PHENDIMETRAZINE TARTRATE
1088,LIBRIUM,CHLORDIAZEPOXIDE HYDROCHLORIDE
1094,TINDAL,ACETOPHENAZINE MALEATE
1095,ALPHADROL,FLUPREDNISOLONE
1096,NAQUA,TRICHLORMETHIAZIDE
1098,NAQUIVAL,RESERPINE; TRICHLORMETHIAZIDE
1099,ROBAXISAL,ASPIRIN; METHOCARBAMOL
1100,HYGROTON,CHLORTHALIDONE
1102,SYNTOCINON,OXYTOCIN
1104,CHOLOXIN,DEXTROTHYROXINE SODIUM
1108,ISMELIN,GUANETHIDINE MONOSULFATE
1110,BRONKOMETER,ISOETHARINE MESYLATE
1111,BRONKOSOL,ISOETHARINE HYDROCHLORIDE
1113,PARNATE,TRANYLCYPROMINE SULFATE
1114,SALUTENSIN,HYDROFLUMETHIAZIDE; RESERPINE
1115,SALUTENSIN-DEMI,HYDROFLUMETHIAZIDE; RESERPINE
1116,SOMA COMPOUND,ASPIRIN; CARISOPRODOL
1117,SOMA COMPOUND W/ CODEINE,ASPIRIN; CARISOPRODOL; CODEINE PHOSPHATE
1119,ZARONTIN,ETHOSUXIMIDE
1120,LARGON,PROPIOMAZINE HYDROCHLORIDE
1121,COLBENEMID,COLCHICINE; PROBENECID
1122,DISOPHROL,DEXBROMPHENIRAMINE MALEATE; PSEUDOEPHEDRINE SULFATE
1123,IVADANTIN,NITROFURANTOIN SODIUM
1124,AKINETON,BIPERIDEN LACTATE
1126,MEDROL ACETATE,METHYLPREDNISOLONE ACETATE
1128,DIDREX,BENZPHETAMINE HYDROCHLORIDE
1130,THIOGUANINE,THIOGUANINE
1132,LOMOTIL,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
1133,AKRINOL,ACRISORCIN
1135,TARACTAN,CHLORPROTHIXENE
1140,EXNA,BENZTHIAZIDE
1141,KENACORT,TRIAMCINOLONE DIACETATE
1142,SANSERT,METHYSERGIDE MALEATE
1143,ENDURON,METHYCLOTHIAZIDE
1145,DEPO-PROVERA,MEDROXYPROGESTERONE ACETATE
1147,TANDEARIL,OXYPHENBUTAZONE
1148,TENUATE DOSPAN,DIETHYLPROPION HYDROCHLORIDE
1149,ACTIFED W/ CODEINE,CODEINE PHOSPHATE; PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
1150,OPHTHETIC,PROPARACAINE HYDROCHLORIDE
1151,METAHYDRIN,TRICHLORMETHIAZIDE
1153,ALDACTAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE
1155,FLAGYL,METRONIDAZOLE
1157,PERIACTIN,CYPROHEPTADINE HYDROCHLORIDE
1158,CELESTONE,BETAMETHASONE
1159,VELBAN,VINBLASTINE SULFATE
1160,HEXADROL,DEXAMETHASONE
1165,TOLBUTAMIDE,TOLBUTAMIDE
1166,TRISORALEN,TRIOXSALEN
1168,ELAVIL,AMITRIPTYLINE HYDROCHLORIDE
1175,DIUTENSEN-R,METHYCLOTHIAZIDE; RESERPINE
1176,GANTANOL,SULFAMETHOXAZOLE
1177,GANTANOL-DS,SULFAMETHOXAZOLE
1178,ORTHO-NOVUM 10-21,MESTRANOL; NORETHINDRONE
1179,ORTHO-NOVUM 1/50 21,MESTRANOL; NORETHINDRONE
1180,ORTHO-NOVUM 2-21,MESTRANOL; NORETHINDRONE
1181,DECASPRAY,DEXAMETHASONE
1182,WILPO,PHENTERMINE HYDROCHLORIDE
1183,LIBRAX,CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE
1184,TORECAN,THIETHYLPERAZINE MALEATE
1185,TORECAN,THIETHYLPERAZINE MALATE
1186,PROKETAZINE,CARPHENAZINE MALEATE
1189,VOSOL HC,"ACETIC ACID, GLACIAL; HYDROCORTISONE"
1190,HALDRONE,PARAMETHASONE ACETATE
1192,ENDURONYL,DESERPIDINE; METHYCLOTHIAZIDE
1193,ENDURONYL FORTE,DESERPIDINE; METHYCLOTHIAZIDE
1194,SYNALAR,FLUOCINOLONE ACETONIDE
1197,QUINIDEX,QUINIDINE SULFATE
1199,CORDRAN,FLURANDRENOLIDE
1200,CORDRAN SP,FLURANDRENOLIDE
1203,BLEPHAMIDE,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
1204,ROBINUL,GLYCOPYRROLATE
1205,ROBINUL FORTE,GLYCOPYRROLATE
1206,TRAVASE,SUTILAINS
1207,PERSANTINE,DIPYRIDAMOLE
1210,RENESE,POLYTHIAZIDE
1215,WINSTROL,STANOZOLOL
1216,URACIL MUSTARD,URACIL MUSTARD
1217,METOPIRONE,METYRAPONE
1219,NOVRAD,LEVOPROPOXYPHENE NAPSYLATE ANHYDROUS
1222,DROLBAN,DROMOSTANOLONE PROPIONATE
1228,ORAGRAFIN SODIUM,IPODATE SODIUM
1229,ORAGRAFIN CALCIUM,IPODATE CALCIUM
1230,METATENSIN #2,RESERPINE; TRICHLORMETHIAZIDE
1231,METATENSIN #4,RESERPINE; TRICHLORMETHIAZIDE
1232,THAM-E,POTASSIUM CHLORIDE; SODIUM CHLORIDE; TROMETHAMINE
1233,THAM,TROMETHAMINE
1234,TRECATOR,ETHIONAMIDE
1236,PENTHRANE,METHOXYFLURANE
1238,SULFABID,SULFAPHENAZOLE
1240,DECA-DURABOLIN,NANDROLONE DECANOATE
1243,ANHYDRON,CYCLOTHIAZIDE
1244,DYRENIUM,TRIAMTERENE
1246,SKELAXIN,METAXALONE
1250,VALIUM,DIAZEPAM
1253,HYDROMOX,QUINETHAZONE
1254,AZO GANTANOL,PHENAZOPYRIDINE HYDROCHLORIDE; SULFAMETHOXAZOLE
1255,CONRAY,IOTHALAMATE MEGLUMINE
1256,CONRAY 43,IOTHALAMATE MEGLUMINE
1257,DUO-MEDIHALER,ISOPROTERENOL HYDROCHLORIDE; PHENYLEPHRINE BITARTRATE
1258,ANGIO-CONRAY,IOTHALAMATE SODIUM
1259,DECADRON W/ XYLOCAINE,DEXAMETHASONE SODIUM PHOSPHATE; LIDOCAINE HYDROCHLORIDE
1260,DYMELOR,ACETOHEXAMIDE
1262,ALDOMET,METHYLDOPA
1265,ALDOMET,METHYLDOPATE HYDROCHLORIDE
1266,ALDORIL 15,HYDROCHLOROTHIAZIDE; METHYLDOPA
1267,ALDORIL 25,HYDROCHLOROTHIAZIDE; METHYLDOPA
1268,ALDORIL D30,HYDROCHLOROTHIAZIDE; METHYLDOPA
1269,ALDORIL D50,HYDROCHLOROTHIAZIDE; METHYLDOPA
1270,DEXACORT,DEXAMETHASONE SODIUM PHOSPHATE
1271,NORGESIC,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE
1272,NORGESIC FORTE,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE
1273,TREST,METHIXENE HYDROCHLORIDE
1274,MAXIDEX,DEXAMETHASONE
1275,VALPIN 50,ANISOTROPINE METHYLBROMIDE
1276,EUTONYL,PARGYLINE HYDROCHLORIDE
1279,DRIXORAL,DEXBROMPHENIRAMINE MALEATE; PSEUDOEPHEDRINE SULFATE
1281,DECADERM,DEXAMETHASONE
1282,ESIMIL,GUANETHIDINE MONOSULFATE; HYDROCHLOROTHIAZIDE
1283,MUCOMYST,ACETYLCYSTEINE
1285,QUIDE,PIPERACETAZINE
1287,PERTOFRANE,DESIPRAMINE HYDROCHLORIDE
1289,NORINYL 1+50 21-DAY,MESTRANOL; NORETHINDRONE
1290,NORINYL,MESTRANOL; NORETHINDRONE
1291,RENESE-R,POLYTHIAZIDE; RESERPINE
1293,OSMITROL 5% IN WATER,MANNITOL
1294,OSMITROL 10% IN WATER,MANNITOL
1295,OSMITROL 20% IN WATER,MANNITOL
1296,OSMITROL 15% IN WATER,MANNITOL
1297,OSMITROL 5% IN WATER IN PLASTIC CONTAINER,MANNITOL
1298,OSMITROL 10% IN WATER IN PLASTIC CONTAINER,MANNITOL
1299,OSMITROL 20% IN WATER IN PLASTIC CONTAINER,MANNITOL
1300,OSMITROL 15% IN WATER IN PLASTIC CONTAINER,MANNITOL
1301,OXANDRIN,OXANDROLONE
1303,BILOPAQUE,TYROPANOATE SODIUM
1305,HYDROMOX R,QUINETHAZONE; RESERPINE
1306,STOXIL,IDOXURIDINE
1307,HERPLEX,IDOXURIDINE
1309,CHROMITOPE SODIUM,SODIUM CHROMATE CR-51
1311,MAXIBOLIN,ETHYLESTRENOL
1313,ONCOVIN,VINCRISTINE SULFATE
1316,PROTOPAM CHLORIDE,PRALIDOXIME CHLORIDE
1319,DENDRID,IDOXURIDINE
1321,NEGGRAM,NALIDIXIC ACID
1325,MAOLATE,CHLORPHENESIN CARBAMATE
1327,CONRAY 400,IOTHALAMATE SODIUM
1328,MEPROBAMATE,MEPROBAMATE
1330,DELFEN,NONOXYNOL-9
1331,NEURAMATE,MEPROBAMATE
1336,NORPRAMIN,DESIPRAMINE HYDROCHLORIDE
1347,CELESTONE SOLUSPAN,BETAMETHASONE ACETATE; BETAMETHASONE SODIUM PHOSPHATE
1348,AVENTYL HYDROCHLORIDE,NORTRIPTYLINE HYDROCHLORIDE
1350,AVENTYL,NORTRIPTYLINE HYDROCHLORIDE
1351,ALKERAN,MELPHALAN
1352,HEXADROL,DEXAMETHASONE SODIUM PHOSPHATE
1355,PRE-SATE,CHLORPHENTERMINE HYDROCHLORIDE
1356,ETRAFON-A,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
1357,ETRAFON 2-25,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
1358,ETRAFON-FORTE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
1359,ETRAFON 2-10,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
1360,TRIAVIL 2-25,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
1361,TRIAVIL 4-10,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
1362,TRIAVIL 2-10,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
1363,TRIAVIL 4-25,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
1364,TRIAVIL 4-50,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
1365,MANNITOL 20%,MANNITOL
1366,MENRIUM 5-2,"CHLORDIAZEPOXIDE; ESTROGENS, ESTERIFIED"
1367,MENRIUM 5-4,"CHLORDIAZEPOXIDE; ESTROGENS, ESTERIFIED"
1368,MENRIUM 10-4,"CHLORDIAZEPOXIDE; ESTROGENS, ESTERIFIED"
1370,CITANEST,PRILOCAINE HYDROCHLORIDE
1373,CITANEST PLAIN,PRILOCAINE HYDROCHLORIDE
1374,CITANEST FORTE,EPINEPHRINE BITARTRATE; PRILOCAINE HYDROCHLORIDE
1376,ARALEN PHOSPHATE W/ PRIMAQUINE PHOSPHATE,CHLOROQUINE PHOSPHATE; PRIMAQUINE PHOSPHATE
1377,DOPRAM,DOXAPRAM HYDROCHLORIDE
1380,KENALOG-40,TRIAMCINOLONE ACETONIDE
1381,KENALOG-80,TRIAMCINOLONE ACETONIDE
1382,PONSTEL,MEFENAMIC ACID
1384,REGROTON,CHLORTHALIDONE; RESERPINE
1385,DEMI-REGROTON,CHLORTHALIDONE; RESERPINE
1389,AMICAR,AMINOCAPROIC ACID
1396,HIPPUTOPE,IODOHIPPURATE SODIUM I-131
1401,TOLINASE,TOLAZAMIDE
1404,SERAX,OXAZEPAM
1408,LEVOPROME,LEVOMEPROMAZINE
1410,ALUPENT,METAPROTERENOL SULFATE
1412,HALDOL,HALOPERIDOL
1418,HALDOL,HALOPERIDOL LACTATE
1420,SULLA,SULFAMETER
1421,AQUATAG,BENZTHIAZIDE
1424,VIVACTIL,PROTRIPTYLINE HYDROCHLORIDE
1426,ALDOCLOR-150,CHLOROTHIAZIDE; METHYLDOPA
1427,ALDOCLOR-250,CHLOROTHIAZIDE; METHYLDOPA
1428,SYMMETREL,AMANTADINE HYDROCHLORIDE
1430,OVULEN,ETHYNODIOL DIACETATE; MESTRANOL
1431,OVULEN-21,ETHYNODIOL DIACETATE; MESTRANOL
1432,8-HOUR BAYER,ASPIRIN
1433,MEASURIN,ASPIRIN
1434,VONTROL,DIPHENIDOL HYDROCHLORIDE
1435,DYAZIDE,HYDROCHLOROTHIAZIDE; TRIAMTERENE
1437,EUTRON,METHYCLOTHIAZIDE; PARGYLINE HYDROCHLORIDE
1438,INNOVAR,DROPERIDOL; FENTANYL CITRATE
1439,BETAPAR,MEPREDNISONE
1440,INDOCIN,INDOMETHACIN
1442,MEPRIAM,MEPROBAMATE
1443,MANNITOL 5%,MANNITOL
1444,MANNITOL 10%,MANNITOL
1445,MANNITOL 15%,MANNITOL
1447,MANNITOL 15% W/ DEXTROSE 5% IN SODIUM CHLORIDE 0.45%,MANNITOL
1448,MANNITOL 10% W/ DEXTROSE 5% IN DISTILLED WATER,MANNITOL
1449,MANNITOL 5% W/ DEXTROSE 5% IN SODIUM CHLORIDE 0.12%,MANNITOL
1450,ZYLOPRIM,ALLOPURINOL
1453,EDECRIN,ETHACRYNIC ACID
1455,EDECRIN,ETHACRYNATE SODIUM
1456,MINTEZOL,THIABENDAZOLE
1458,ATROMID-S,CLOFIBRATE
1459,PROLIXIN ENANTHATE,FLUPHENAZINE ENANTHATE
1460,TESLAC,TESTOLACTONE
1463,PRIMATENE MIST,EPINEPHRINE
1464,BRONITIN MIST,EPINEPHRINE BITARTRATE
1465,CLOMID,CLOMIPHENE CITRATE
1466,ETHAMIDE,ETHOXZOLAMIDE
1468,UREX,METHENAMINE HIPPURATE
1469,SYNALAR-HP,FLUOCINOLONE ACETONIDE
1470,SORBITRATE,ISOSORBIDE DINITRATE
1474,TALWIN,PENTAZOCINE LACTATE
1475,CORTENEMA,HYDROCORTISONE
1476,MIOCHOL,ACETYLCHOLINE CHLORIDE
1477,ROBENGATOPE,ROSE BENGAL SODIUM I-131
1481,VERCYTE,PIPOBROMAN
1483,TRANMEP,MEPROBAMATE
1484,DESFERAL,DEFEROXAMINE MESYLATE
1492,LASIX,FUROSEMIDE
1495,HYDREA,HYDROXYUREA
1496,DROXIA,HYDROXYUREA
1499,XYLOCAINE 1.5% W/ DEXTROSE 7.5%,LIDOCAINE HYDROCHLORIDE
1500,MYAMBUTOL,ETHAMBUTOL HYDROCHLORIDE
1504,VALISONE,BETAMETHASONE VALERATE
1506,IMURAN,AZATHIOPRINE
1509,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SODIUM CHLORIDE
1510,DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE
1511,LOCORTEN,FLUMETHASONE PIVALATE
1512,NEOPAP,ACETAMINOPHEN
1514,HYPAQUE,DIATRIZOATE MEGLUMINE
1516,HYPAQUE-CYSTO,DIATRIZOATE MEGLUMINE
1517,INDERAL,PROPRANOLOL HYDROCHLORIDE
1523,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
1525,ARISTOSPAN,TRIAMCINOLONE HEXACETONIDE
1530,SODIUM IODIDE I 131,SODIUM IODIDE I-131
1534,NAVANE,THIOTHIXENE
1539,TEGRETOL,CARBAMAZEPINE
1540,SUBLIMAZE PRESERVATIVE FREE,FENTANYL CITRATE
1541,MACRODANTIN,"NITROFURANTOIN, MACROCRYSTALLINE"
1544,HMS,MEDRYSONE
1545,NARCAN,NALOXONE HYDROCHLORIDE
1548,QUESTRAN,CHOLESTYRAMINE
1550,QUINAGLUTE,QUINIDINE GLUCONATE
1551,FEMINONE,ETHINYL ESTRADIOL
1552,NORINYL 1+50 28-DAY,MESTRANOL; NORETHINDRONE
1553,HIPPURAN I 131,IODOHIPPURATE SODIUM I-131
1554,OVRAL,ETHINYL ESTRADIOL; NORGESTREL
1557,DECADRON-LA,DEXAMETHASONE ACETATE
1560,DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,DEXTROSE; SODIUM CHLORIDE
1561,LACTATED RINGER'S AND DEXTROSE 5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
1562,EUTHROID-0.5,LIOTRIX (T4;T3)
1563,EUTHROID-1,LIOTRIX (T4;T3)
1564,EUTHROID-2,LIOTRIX (T4;T3)
1565,EUTHROID-3,LIOTRIX (T4;T3)
1566,LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
1567,DEXTROSE 5% IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,DEXTROSE; SODIUM CHLORIDE
1568,DEXTROSE 5% IN SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,DEXTROSE; SODIUM CHLORIDE
1569,DEXTROSE 5% IN SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,DEXTROSE; SODIUM CHLORIDE
1570,SODIUM LACTATE 0.167 MOLAR IN PLASTIC CONTAINER,SODIUM LACTATE
1571,RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
1572,DEXTROSE 10% IN PLASTIC CONTAINER,DEXTROSE
1573,DEXTROSE 5% IN RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
1574,DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,DEXTROSE; SODIUM CHLORIDE
1575,DEXTROSE 2.5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,DEXTROSE; SODIUM CHLORIDE
1576,RESECTISOL,MANNITOL
1577,OVULEN-28,ETHYNODIOL DIACETATE; MESTRANOL
1578,SODIUM CHROMATE CR 51,SODIUM CHROMATE CR-51
1579,ORTHO-NOVUM 1/50 28,MESTRANOL; NORETHINDRONE
1580,ORTHO-NOVUM 1/80 21,MESTRANOL; NORETHINDRONE
1581,ORTHO-NOVUM 1/80 28,MESTRANOL; NORETHINDRONE
1582,TRAVERT 10% IN PLASTIC CONTAINER,INVERT SUGAR
1583,DALMANE,FLURAZEPAM HYDROCHLORIDE
1585,NORLESTRIN 28 1/50,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
1586,NORINYL 1+80 21-DAY,MESTRANOL; NORETHINDRONE
1587,NORINYL 1+80 28-DAY,MESTRANOL; NORETHINDRONE
1588,PROLIXIN DECANOATE,FLUPHENAZINE DECANOATE
1589,FERROUS CITRATE FE 59,"FERROUS CITRATE, FE-59"
1592,TALWIN 50,PENTAZOCINE HYDROCHLORIDE
1594,STERILE WATER IN PLASTIC CONTAINER,STERILE WATER FOR IRRIGATION
1596,SORBITOL 3.3% IN PLASTIC CONTAINER,SORBITOL
1597,NORLESTRIN 21 1/50,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
1598,CORTROSYN,COSYNTROPIN
1599,DIAPID,LYPRESSIN
1600,NAVANE,THIOTHIXENE HYDROCHLORIDE
1606,SULFAMYLON,MAFENIDE ACETATE
1607,FLUOROPLEX,FLUOROURACIL
1608,NORLESTRIN FE 1/50,ETHINYL ESTRADIOL; FERROUS FUMARATE; NORETHINDRONE ACETATE
1609,ESTROVIS,QUINESTROL
1611,URISPAS,FLAVOXATE HYDROCHLORIDE
1612,RESECTISOL IN PLASTIC CONTAINER,MANNITOL
1613,SERENTIL,MESORIDAZINE BESYLATE
1620,LITHONATE,LITHIUM CARBONATE
1621,VASCORAY,IOTHALAMATE MEGLUMINE; IOTHALAMATE SODIUM
1622,GLYCINE 1.5% IN PLASTIC CONTAINER,GLYCINE
1623,MATULANE,PROCARBAZINE HYDROCHLORIDE
1624,SURMONTIL,TRIMIPRAMINE MALEATE
1627,CYTARABINE,CYTARABINE
1631,INAPSINE,DROPERIDOL
1632,SINEQUAN,DOXEPIN HYDROCHLORIDE
1638,XYLOCAINE PRESERVATIVE FREE,LIDOCAINE HYDROCHLORIDE
1643,BRONKAID MIST,EPINEPHRINE
1644,OVRAL-28,ETHINYL ESTRADIOL; NORGESTREL
1645,THYROLAR-0.25,LIOTRIX (T4;T3)
1646,THYROLAR-2,LIOTRIX (T4;T3)
1647,THYROLAR-3,LIOTRIX (T4;T3)
1648,THYROLAR-1,LIOTRIX (T4;T3)
1649,THYROLAR-0.5,LIOTRIX (T4;T3)
1650,THYROLAR-5,LIOTRIX (T4;T3)
1651,TRICLOS,TRICLOFOS SODIUM
1652,KETALAR,KETAMINE HYDROCHLORIDE
1655,VAPO-ISO,ISOPROTERENOL HYDROCHLORIDE
1656,NORISODRINE AEROTROL,ISOPROTERENOL HYDROCHLORIDE
1657,EMETE-CON,BENZQUINAMIDE HYDROCHLORIDE
1659,FREAMINE 8.5%,AMINO ACIDS
1660,FREAMINE II 8.5%,AMINO ACIDS
1661,FREAMINE III 3% W/ ELECTROLYTES,AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE
1662,FREAMINE III 8.5%,AMINO ACIDS
1663,FREAMINE III 10%,AMINO ACIDS
1664,FREAMINE HBC 6.9%,AMINO ACIDS
1665,FREAMINE III 8.5% W/ ELECTROLYTES,AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE
1666,DARVON-N W/ ASA,ASPIRIN; PROPOXYPHENE NAPSYLATE
1668,EFUDEX,FLUOROURACIL
1671,CYLERT,PEMOLINE
1674,LITHIUM CARBONATE,LITHIUM CARBONATE
1675,DARVOCET,ACETAMINOPHEN; PROPOXYPHENE HYDROCHLORIDE
1676,ISOPAQUE 440,CALCIUM METRIZOATE; MEGLUMINE METRIZOATE; METRIZOATE MAGNESIUM; METRIZOATE SODIUM
1677,ANADROL-50,OXYMETHOLONE
1678,FML,FLUOROMETHOLONE
1679,NORLESTRIN 21 2.5/50,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
1680,NORLESTRIN FE 2.5/50,ETHINYL ESTRADIOL; FERROUS FUMARATE; NORETHINDRONE ACETATE
1681,ESKALITH,LITHIUM CARBONATE
1682,DARVON-N,PROPOXYPHENE NAPSYLATE
1685,LYSODREN,MITOTANE
1686,TALWIN COMPOUND,ASPIRIN; PENTAZOCINE HYDROCHLORIDE
1689,LIDEX,FLUOCINONIDE
1690,LIDEX-E,FLUOCINONIDE
1694,LARODOPA,LEVODOPA
1700,DOPAR,LEVODOPA
1705,RETIN-A,TRETINOIN
1707,TESULOID,TECHNETIUM TC-99M SULFUR COLLOID KIT
1708,DEMULEN 1/50-21,ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE
1710,FUDR,FLOXURIDINE
1711,R-GENE 10,ARGININE HYDROCHLORIDE
1713,DEMULEN 1/50-28,ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE
1714,HALOTEX,HALOPROGIN
1716,BENDOPA,LEVODOPA
1719,LIMBITROL,AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE
1720,LIMBITROL DS,AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE
1721,MICRONOR,NORETHINDRONE
1722,MARCAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE
1723,MARCAINE HYDROCHLORIDE W/ EPINEPHRINE,BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE
